question,answer
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Triệu chứng ho có nguy hiểm không?,Triệu chứng ho có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi cần tư vấn về viêm khớp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm khớp.
"Tôi bị mẩn đỏ, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Cơ xương khớp để được bác sĩ thăm khám.
Bệnh viện có khoa Sản không?,"Có, bệnh viện có chuyên khoa Sản."
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
Tôi cần tư vấn về viêm phổi,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm phổi.
Tôi muốn gặp bác sĩ chuyên về đau thần kinh tọa,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Cơ xương khớp.
Triệu chứng khó thở có nguy hiểm không?,Triệu chứng khó thở có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Tiêu hóa là bao nhiêu?,Chi phí khám ở khoa Tiêu hóa phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Giá khám ở khoa Tim mạch là bao nhiêu?,Chi phí khám ở khoa Tim mạch phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị khó thở, khó thở, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Giá khám ở khoa Y học cổ truyền là bao nhiêu?,Chi phí khám ở khoa Y học cổ truyền phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi cần tư vấn về đau dạ dày,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau dạ dày.
"Tôi bị mẩn đỏ, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nhi để được bác sĩ thăm khám.
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
"Tôi bị ngứa, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Da liễu để được bác sĩ thăm khám.
Tôi cần tư vấn về viêm gan,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm gan.
Tôi muốn gặp bác sĩ chuyên về suy tim,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Răng Hàm Mặt.
Tôi cần tư vấn về viêm gan,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm gan.
Bệnh viện có khoa Y học cổ truyền không?,"Có, bệnh viện có chuyên khoa Y học cổ truyền."
Khoa Mắt làm việc khi nào?,"Khoa Mắt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Tim mạch làm việc khi nào?,"Khoa Tim mạch làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị mệt mỏi, sụt cân, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi muốn gặp bác sĩ chuyên về suy tim,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Da liễu.
Tôi muốn gặp bác sĩ chuyên về cao huyết áp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tim mạch.
Tôi muốn gặp bác sĩ chuyên về cao huyết áp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Mắt.
Giá khám ở khoa Nhi là bao nhiêu?,Chi phí khám ở khoa Nhi phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ nội soi có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ nội soi."
Giá khám ở khoa Ngoại là bao nhiêu?,Chi phí khám ở khoa Ngoại phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
Triệu chứng khó thở có nguy hiểm không?,Triệu chứng khó thở có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Bệnh viện có khoa Sản không?,"Có, bệnh viện có chuyên khoa Sản."
Khoa Phục hồi chức năng làm việc khi nào?,"Khoa Phục hồi chức năng làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Ngoại.
"Tôi bị phát ban, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Sản để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nhi.
Dịch vụ điều trị vật lý trị liệu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ điều trị vật lý trị liệu."
Bệnh viện có khoa Tiêu hóa không?,"Có, bệnh viện có chuyên khoa Tiêu hóa."
Tôi muốn gặp bác sĩ chuyên về đau thần kinh tọa,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Tôi muốn gặp bác sĩ chuyên về viêm phổi,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tiêu hóa.
Triệu chứng đau lưng có nguy hiểm không?,Triệu chứng đau lưng có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
"Tôi bị tiêu chảy, buồn nôn, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
"Tôi bị đau họng, chán ăn, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Giá khám ở khoa Răng Hàm Mặt là bao nhiêu?,Chi phí khám ở khoa Răng Hàm Mặt phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Triệu chứng khó thở có nguy hiểm không?,Triệu chứng khó thở có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Tim mạch là bao nhiêu?,Chi phí khám ở khoa Tim mạch phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Triệu chứng tiêu chảy có nguy hiểm không?,Triệu chứng tiêu chảy có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Khoa Nội làm việc khi nào?,"Khoa Nội làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị sụt cân, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tiêu hóa để được bác sĩ thăm khám.
Khoa Sản làm việc khi nào?,"Khoa Sản làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ điều trị vật lý trị liệu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ điều trị vật lý trị liệu."
Triệu chứng khó thở có nguy hiểm không?,Triệu chứng khó thở có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Khoa Phục hồi chức năng làm việc khi nào?,"Khoa Phục hồi chức năng làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
Tôi cần tư vấn về viêm gan,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm gan.
"Tôi bị phát ban, chóng mặt, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi có thể đặt lịch khám Cơ xương khớp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Cơ xương khớp qua website hoặc tổng đài.
Tôi có thể đặt lịch khám Da liễu ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Da liễu qua website hoặc tổng đài.
Bệnh viện có khoa Tai Mũi Họng không?,"Có, bệnh viện có chuyên khoa Tai Mũi Họng."
Khoa Thần kinh làm việc khi nào?,"Khoa Thần kinh làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về đau thần kinh tọa,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau thần kinh tọa.
Bệnh viện có khoa Mắt không?,"Có, bệnh viện có chuyên khoa Mắt."
Bệnh viện có khoa Răng Hàm Mặt không?,"Có, bệnh viện có chuyên khoa Răng Hàm Mặt."
Tôi có thể đặt lịch khám Nhi ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nhi qua website hoặc tổng đài.
"Tôi bị buồn nôn, đau khớp, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi có thể đặt lịch khám Tiêu hóa ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tiêu hóa qua website hoặc tổng đài.
"Tôi bị đau đầu, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tai Mũi Họng để được bác sĩ thăm khám.
Khoa Ngoại làm việc khi nào?,"Khoa Ngoại làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về cao huyết áp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về cao huyết áp.
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
Tôi có thể đặt lịch khám Ngoại ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Ngoại qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về viêm da,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Ngoại.
Triệu chứng mệt mỏi có nguy hiểm không?,Triệu chứng mệt mỏi có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
"Tôi bị đau ngực, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Hô hấp để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Hô hấp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Hô hấp qua website hoặc tổng đài.
Khoa Sản làm việc khi nào?,"Khoa Sản làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Tôi muốn gặp bác sĩ chuyên về đau dạ dày,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nội.
Giá khám ở khoa Tim mạch là bao nhiêu?,Chi phí khám ở khoa Tim mạch phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Bệnh viện có khoa Nội không?,"Có, bệnh viện có chuyên khoa Nội."
Khoa Phục hồi chức năng làm việc khi nào?,"Khoa Phục hồi chức năng làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Sản làm việc khi nào?,"Khoa Sản làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị chóng mặt, phát ban, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Bệnh viện có khoa Y học cổ truyền không?,"Có, bệnh viện có chuyên khoa Y học cổ truyền."
"Tôi bị sưng khớp, mệt mỏi, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
Bệnh viện có khoa Tiêu hóa không?,"Có, bệnh viện có chuyên khoa Tiêu hóa."
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Tôi cần tư vấn về viêm da,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm da.
Triệu chứng khó thở có nguy hiểm không?,Triệu chứng khó thở có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Khoa Hô hấp làm việc khi nào?,"Khoa Hô hấp làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi cần tư vấn về viêm da,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm da.
Triệu chứng đau họng có nguy hiểm không?,Triệu chứng đau họng có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi có thể đặt lịch khám Nhi ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nhi qua website hoặc tổng đài.
"Tôi bị sốt, khó thở, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Triệu chứng mẩn đỏ có nguy hiểm không?,Triệu chứng mẩn đỏ có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Tôi cần tư vấn về viêm gan,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm gan.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Khoa Nội làm việc khi nào?,"Khoa Nội làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị buồn nôn, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nội để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Tiêu hóa ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tiêu hóa qua website hoặc tổng đài.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Tôi có thể đặt lịch khám Nhi ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nhi qua website hoặc tổng đài.
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
Triệu chứng buồn nôn có nguy hiểm không?,Triệu chứng buồn nôn có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Khoa Ngoại làm việc khi nào?,"Khoa Ngoại làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Triệu chứng buồn nôn có nguy hiểm không?,Triệu chứng buồn nôn có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Dịch vụ tiêm chủng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tiêm chủng."
Giá khám ở khoa Tai Mũi Họng là bao nhiêu?,Chi phí khám ở khoa Tai Mũi Họng phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Triệu chứng sụt cân có nguy hiểm không?,Triệu chứng sụt cân có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Giá khám ở khoa Tim mạch là bao nhiêu?,Chi phí khám ở khoa Tim mạch phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị sụt cân, đau khớp, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Sản.
"Tôi bị chán ăn, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tim mạch để được bác sĩ thăm khám.
Dịch vụ xét nghiệm máu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ xét nghiệm máu."
Giá khám ở khoa Sản là bao nhiêu?,Chi phí khám ở khoa Sản phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi cần tư vấn về đau dạ dày,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau dạ dày.
Tôi có thể đặt lịch khám Tiêu hóa ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tiêu hóa qua website hoặc tổng đài.
